id,name,lat,lon,subway,suburban
694358,"Eschenhofweg, Hamburg",53.47138,10.232619,False,False
694378,"August-Bebel-Straße, Hamburg",53.483183,10.233931,False,False
694426,"Heidkampsredder, Hamburg",53.506762,10.199287,False,False
694429,"Binnenfeldredder, Hamburg",53.503652,10.210631,False,False
694431,"Sterntwiete, Hamburg",53.504164,10.214191,False,False
694588,"Hilda-Monte-Weg, Hamburg",53.482383,10.170396,False,False
694599,"Katendeich, Hamburg",53.476801,10.192078,False,False
694628,"Schulredder, Hamburg",53.514187,10.162377,False,False
694655,"Feiningerstraße, Hamburg",53.529747,10.148309,False,False
694656,"Max-Klinger-Straße, Hamburg",53.52981,10.144363,False,False
694669,"Rahewinkel, Hamburg",53.522754,10.155249,False,False
694682,"Adolf-Köster-Damm, Hamburg",53.485395,10.146943,False,False
694701,"Bojeweg, Hamburg",53.500532,10.174827,False,False
694708,"Allermöher Deich 187, Hamburg",53.476055,10.14056,False,False
694759,"Elversweg, Hamburg",53.473655,10.079425,False,False
701144,"Vogelreth, Hamburg",53.532498,9.98182,False,False
701202,"Indiastraße, Hamburg",53.526781,9.994522,False,False
895145,"Harmsstraße, Hamburg",53.454768,9.976184,False,False
895187,"Arenen, Hamburg",53.588582,9.899353,False,False
895190,"Sengelmannstraße (City Nord), Hamburg",53.609302,10.022002,True,False
895234,"Krieterstraße, Hamburg",53.496334,10.009444,False,False
895236,"Höpenstraße, Hamburg",53.441689,10.00343,False,False
895244,"Oldenburger Straße, Hamburg",53.605571,9.929071,False,False
895284,"Rahnstraße, Hamburg",53.605661,10.07093,False,False
895772,"Friedrich-Ebert-Damm (Nord), Hamburg",53.599656,10.113512,False,False
895860,"Hans-Rubbert-Straße, Hamburg",53.565372,10.132623,False,False
895950,"UK Eppendorf (Haupteingang), Hamburg",53.589463,9.974772,False,False
896038,"Marner Straße, Hamburg",53.58682,10.104037,False,False
8002946,Hamburg Hoheneichen,53.635371,10.067298,False,True
8071182,Hamburg Klein Borstel U-Bahnhof,53.627892,10.034164,True,False
223093,"Energie-Campus Bergedorf, Hamburg",53.477151,10.20379,False,False
240213,"Schlenzigstraße, Hamburg",53.514753,10.001803,False,False
374081,"Felix-Jud-Ring (Mitte), Hamburg",53.481295,10.153873,False,False
692325,"Nedderfeld Center, Hamburg",53.601688,9.973999,False,False
692326,"Niendorf Nord (U), Hamburg",53.640315,9.949611,True,False
